# BEAST v1.9.0 Prerelease #0fccb02
# Generated Tue Aug 01 22:37:32 PDT 2017 [seed=666]
# -seed 666 -overwrite examples/TestXML/testMvnNuts_2D.xml
state	likelihood.rw	draw1	draw2
0	-7.489391397548048	7.398949470061339	7.482863770471035
1000	-6.425567097642208	-3.7322783091436698	0.3213402976058004
2000	-6.439083179936763	5.656166854499583	5.559044399535431
3000	-5.347678708617911	1.0585046612976785	5.339247308835305
4000	-6.781092891448014	-4.121730479721132	7.962080680473511
5000	-5.9668110345683605	4.489310693623917	5.641205098206798
6000	-7.985143117708142	-5.870387553477471	10.16427773974918
7000	-5.425965031142585	0.9433581668021482	7.177835655537376
8000	-6.343645219333811	4.064118229683594	12.793048569884517
9000	-6.223023939403312	-3.0791998125112734	6.455910187229946
10000	-7.197865694176147	0.7169905308915814	21.504390635420947
11000	-8.076068536823588	-2.072958238955126	23.5042331367806
12000	-6.39346116719898	0.8230341927103099	16.833344979815454
13000	-8.363821845271577	5.401767074954785	22.509946222569
14000	-5.488467676935794	-0.4786446482594139	6.180752832781901
15000	-5.735212532922571	-0.7139600458458699	9.701621583593397
16000	-7.647247403999759	-1.5423849949773722	22.160886017063042
17000	-5.606507364622951	0.5643037099573873	9.813591950757251
18000	-6.338968479300567	1.4190249017634673	16.41134747332989
19000	-10.783226890386654	10.786168188385501	13.857637150105592
20000	-9.53407146839685	-3.6679003139138233	27.111161245408777
21000	-7.385862763189885	1.139364578573091	22.460385788158682
22000	-6.777604031263155	-1.4280697752709177	17.434203469460503
23000	-5.427082993819758	2.6338784013601515	2.608334841642852
24000	-5.536695691907706	3.199853782500813	2.7711229199207095
25000	-7.655402572549314	-5.842210959521282	4.138004954121614
26000	-7.006288119488937	-4.665493857058539	6.682785097997137
27000	-5.9497389563332765	4.5622432185997415	4.168198008018219
28000	-6.701400000366258	6.295000770987888	3.2484899861614784
29000	-6.04152700737517	3.219299220258717	12.03501719004715
30000	-5.692377590656349	1.271141781398487	10.910072855762042
31000	-6.41171205799267	-2.345449690369513	12.586365481623828
32000	-7.388082824574892	-1.8272405558961946	20.42098618765709
33000	-5.650848822971788	-1.248195639574799	-2.6124816613449466
34000	-6.220668951992657	-2.1330836016337518	-7.360594034044279
35000	-9.405084077027766	9.41644675648844	-8.691123148548167
36000	-5.5372278075532915	2.924789957449586	5.470800560041995
37000	-6.3529907173093045	-1.8511579836056924	13.44360886289781
38000	-5.97383948989533	-2.597555450959294	4.644410061188308
39000	-5.8720641035700725	4.256534865260916	5.164124878593212
40000	-5.324582065524237	1.808395574872157	1.825535476282965
41000	-6.202401528919552	4.903897444568182	7.452083274012585
42000	-5.465733206591608	2.863986076208642	2.226404980603098
43000	-5.532525421750624	2.7364440219763924	-2.2428486604481503
44000	-5.567596752245411	1.777574452729536	-5.008722349588615
45000	-6.045938265590589	4.401929395133871	-3.924987412921317
46000	-5.300777214906583	0.618126374500596	1.4115893077846113
47000	-6.364282440328215	-3.5761354381279613	4.2572973673520424
48000	-5.361794349037474	0.4841446375095199	5.368510216298915
49000	-5.484996662673501	2.5051493126981565	-1.9992057735830437
50000	-5.5492734698904815	2.995939501033636	5.4155538174869235
51000	-5.929236298180842	4.2979409199423335	6.328068315286268
52000	-5.808921196276905	-2.209568034030919	1.3519040005005563
53000	-6.373832604532487	4.776570299921685	-6.590154097797607
54000	-5.309885313320316	0.7165226549303975	0.3199620741473295
55000	-6.39851291035336	5.610817421951282	-0.9589301960158907
56000	-5.545620315241589	3.192783779131082	0.35984304164781916
57000	-5.665290671664443	-1.5638750462151876	-0.9954366337408185
58000	-7.088133188942362	6.901749786131559	-1.3119769364158635
59000	-7.16742195407457	6.696340345115509	9.116917616561572
60000	-6.869937981912258	5.805412611127224	11.204170335807747
61000	-6.709884937116073	-3.248868977854126	-8.153677675277079
62000	-5.60723159360273	3.505952560389273	1.4546604807574788
